datetime,cart,Record Count
"Jun 16, 2021","{""ladypink-3lb#berries&kiss,ganache.pink"":1,""custom"":[{""title"":""เค้ก 2 ชั้น /ชั้นบนรสชาติ Strawberry Kiss/ชั้นล่างรสชาติ Chocolate pudding ตกแต่ง Lady in pink(ชมพู)"",""price"":0,""quantity"":1,""id"":""pk9qv9w6dp""}]}",1
"Jun 16, 2021","{""banana-1lb"":1}",1
"Jun 16, 2021","{""giftboxloaf"":[{""count"":""1"",""price"":675,""quantity"":1,""id"":""0aygxs5l5tmf"",""DEATH BY CHOCOLATE PUDDING CAKE"":0,""BANANA CHEESE"":0,""BANANA NUTELLA "":0,""BANANA ULTIMATE COMBO"":1,""BANANA GOES NUTS"":0,""BANANA OG"":0,""extra"":"""",""title"":""Small box of 1""}],""cookie"":[{""count"":""5"",""price"":450,""quantity"":1,""id"":""52f8c3mm6e2"",""BABY OG"":0,""CORNFLAKE MARSHMALLOW"":1,""DOUBLE TROUBLE"":1,""MAMA OG"":1,""MATCHA POWWOW"":0,""SEXY BACK"":1,""TRIPLE C"":1,""PISTACHIO CRANBERRY"":0,""MRS CLAUS OATMEAL COOKIE"":0,""extra"":"""",""title"":""Small box of 5""}]}",1
"Jun 16, 2021","{""ferrero-1lb"":1}",1
"Jun 16, 2021","{""brownie"":[{""count"":""18"",""price"":640,""quantity"":1,""id"":""gawck6onl4f"",""BAE BROWNIE"":9,""FUDGE BROWNIE BITES"":9,""RED VELVET CREAM CHEESE BROWNIE BITES"":0,""extra"":"""",""title"":""Double box of 18""}],""cookie"":[{""count"":""5"",""price"":450,""quantity"":1,""id"":""biko6ktmkt7"",""BABY OG"":0,""CORNFLAKE MARSHMALLOW"":0,""DOUBLE TROUBLE"":1,""MAMA OG"":1,""MATCHA POWWOW"":2,""SEXY BACK"":1,""TRIPLE C"":0,""PISTACHIO CRANBERRY"":0,""MRS CLAUS OATMEAL COOKIE"":0,""extra"":"""",""title"":""Small box of 5""}]}",1
"Jun 16, 2021","{""candy"":0,""loveislove&chococrunch"":1}",1
"Jun 16, 2021","{""chocpudding_slice"":2,""ferrero_slice"":2,""berry_slice"":2}",1
"Jun 16, 2021","{""chocpudding-1lb"":1}",1
"Jun 16, 2021","{""custom"":[{""title"":""Love is Love "",""price"":620,""quantity"":1,""id"":""2wvhkt2d5lg""}],""cereal"":0}",1
"Jun 16, 2021","{""cookie"":[{""count"":""12"",""price"":990,""quantity"":1,""id"":""i7ku32wj628"",""BABY OG"":1,""CORNFLAKE MARSHMALLOW"":1,""DOUBLE TROUBLE"":2,""MAMA OG"":2,""MATCHA POWWOW"":2,""SEXY BACK"":2,""TRIPLE C"":2,""PISTACHIO CRANBERRY"":0,""MRS CLAUS OATMEAL COOKIE"":0,""extra"":"""",""title"":""Large box of 12""}],""brownie"":[{""count"":""18"",""price"":640,""quantity"":1,""id"":""vm7k3ravnm"",""BAE BROWNIE"":6,""FUDGE BROWNIE BITES"":6,""RED VELVET CREAM CHEESE BROWNIE BITES"":6,""extra"":"""",""title"":""Double box of 18""}],""valrhona"":1,""pbj"":1,""cupc"":1,""salt"":1,""hella"":1,""redvelvet"":1,""deathchoc"":1}",1
"Jun 16, 2021","{""cookie"":[{""count"":""12"",""price"":990,""quantity"":1,""id"":""uqxidc400bh"",""BABY OG"":2,""CORNFLAKE MARSHMALLOW"":2,""DOUBLE TROUBLE"":2,""MAMA OG"":2,""MATCHA POWWOW"":2,""SEXY BACK"":2,""TRIPLE C"":0,""PISTACHIO CRANBERRY"":0,""MRS CLAUS OATMEAL COOKIE"":0,""extra"":"""",""title"":""Large box of 12""}],""brownie"":[{""count"":""9"",""price"":360,""quantity"":1,""id"":""xntd1oexh8"",""BAE BROWNIE"":0,""FUDGE BROWNIE BITES"":0,""RED VELVET CREAM CHEESE BROWNIE BITES"":9,""extra"":"""",""title"":""Small box of 9""}]}",1
"Jun 16, 2021","{""candy"":0,""custom"":[{""title"":""( Cookie cake ) PBJ 1 ปอนด์"",""price"":750,""quantity"":1,""id"":""q6kes3dki4r""}]}",1
"Jun 16, 2021","{""banana_slice"":1,""ferrero_slice"":3,""berry_slice"":1}",1
"Jun 16, 2021","{""brownie"":[{""count"":""18"",""price"":640,""quantity"":1,""id"":""ipicvfzwaz"",""BAE BROWNIE"":6,""FUDGE BROWNIE BITES"":6,""RED VELVET CREAM CHEESE BROWNIE BITES"":6,""extra"":"""",""title"":""Double box of 18""}],""ferrero_slice"":1,""kiss_slice"":1,""coconut_slice"":1,""carrot_slice"":1,""chocpudding_slice"":1,""banana_slice"":1}",1
"Jun 16, 2021","{""pbj"":1,""hella"":1}",1
"Jun 16, 2021","{""pbj"":2,""salt"":2,""redvelvet"":2,""hella"":2,""candy"":0}",1
"Jun 16, 2021","{""hella"":1}",1
"Jun 16, 2021","{""cereal"":2,""candy"":2}",1
"Jun 16, 2021","{""cookie"":[{""count"":""5"",""price"":450,""quantity"":1,""id"":""6dodipsgnyh"",""BABY OG"":0,""CORNFLAKE MARSHMALLOW"":1,""DOUBLE TROUBLE"":0,""MAMA OG"":1,""MATCHA POWWOW"":1,""SEXY BACK"":1,""TRIPLE C"":1,""PISTACHIO CRANBERRY"":0,""MRS CLAUS OATMEAL COOKIE"":0,""extra"":"""",""title"":""Small box of 5""}],""bancheese~s"":1}",1
"Jun 16, 2021","{""custom"":[{""title"":""2 lb Choc pudding cake​*** ตกเเต่ง​เเบบ wedding cake สีชมพู​02***"",""price"":4500,""quantity"":0,""id"":""kstaqw15v0l""},{""title"":""เค้กขนาด 2 ปอนด์ รสชาติ Chocolate pudding/ตกแต่งแบบ wedding cake "",""price"":2500,""quantity"":1,""id"":""8rn0dtj38a6""}],""cereal"":0}",1
"Jun 16, 2021","{""brownie"":[{""count"":""9"",""price"":360,""quantity"":1,""id"":""elea9zvoru"",""BAE BROWNIE"":3,""FUDGE BROWNIE BITES"":3,""RED VELVET CREAM CHEESE BROWNIE BITES"":3,""extra"":"""",""title"":""Small box of 9""}],""cereal"":4,""loveislove&mamaog,matcha,cereal"":0,""loveislove&chocolate"":1}",1
"Jun 16, 2021","{""cereal"":1,""hella"":1,""brownie"":[{""count"":""9"",""price"":360,""quantity"":1,""id"":""9exyud702sl"",""BAE BROWNIE"":3,""FUDGE BROWNIE BITES"":3,""RED VELVET CREAM CHEESE BROWNIE BITES"":3,""extra"":"""",""title"":""Small box of 9""}]}",1
"Jun 16, 2021","{""cookie"":[{""count"":""5"",""price"":450,""quantity"":1,""id"":""53pnppm9f7w"",""BABY OG"":0,""CORNFLAKE MARSHMALLOW"":2,""DOUBLE TROUBLE"":1,""MAMA OG"":0,""MATCHA POWWOW"":1,""SEXY BACK"":0,""TRIPLE C"":1,""PISTACHIO CRANBERRY"":0,""MRS CLAUS OATMEAL COOKIE"":0,""extra"":"""",""title"":""Small box of 5""}],""cereal"":1,""kiss_slice"":1,""blackout_slice"":1,""coconut_slice"":1,""bancheese~s"":1,""bannutella~l"":1}",1
"Jun 16, 2021","{""cookie"":[{""count"":""12"",""price"":990,""quantity"":1,""id"":""hrxkanu9ef"",""BABY OG"":2,""CORNFLAKE MARSHMALLOW"":0,""DOUBLE TROUBLE"":2,""MAMA OG"":2,""MATCHA POWWOW"":2,""SEXY BACK"":2,""TRIPLE C"":2,""PISTACHIO CRANBERRY"":0,""MRS CLAUS OATMEAL COOKIE"":0,""extra"":"""",""title"":""Large box of 12""}]}",1
"Jun 16, 2021","{""cookie"":[{""count"":""12"",""price"":990,""quantity"":1,""id"":""0q9j3utlsjmf"",""BABY OG"":0,""CORNFLAKE MARSHMALLOW"":12,""DOUBLE TROUBLE"":0,""MAMA OG"":0,""MATCHA POWWOW"":0,""SEXY BACK"":0,""TRIPLE C"":0,""PISTACHIO CRANBERRY"":0,""MRS CLAUS OATMEAL COOKIE"":0,""extra"":"""",""title"":""Large box of 12""}]}",1
"Jun 16, 2021","{""coconut_slice"":2,""ferrero_slice"":2,""banana_slice"":2,""giftboxbrownie"":[{""count"":""8"",""price"":520,""quantity"":2,""id"":""12h1ajg77pw"",""BAE BROWNIE"":0,""FUDGE BROWNIE BITES"":8,""RED VELVET CREAM CHEESE BROWNIE BITES"":0,""extra"":"""",""title"":""Large box of 8""}]}",1
"Jun 16, 2021","{""cupccake-1lb"":1,""cereal"":2}",1
"Jun 15, 2021","{""mixedberry-2lb"":1}",1
"Jun 15, 2021","{""giftboxbrownie"":[{""count"":""8"",""price"":520,""quantity"":1,""id"":""wuymt9ijct"",""BAE BROWNIE"":3,""FUDGE BROWNIE BITES"":3,""RED VELVET CREAM CHEESE BROWNIE BITES"":2,""extra"":"""",""title"":""Large box of 8""}],""cereal"":2}",1
"Jun 15, 2021","{""cereal"":1,""hella"":1,""cookie"":[{""count"":""5"",""price"":450,""quantity"":1,""id"":""b8ah3zzonw"",""BABY OG"":0,""CORNFLAKE MARSHMALLOW"":1,""DOUBLE TROUBLE"":1,""MAMA OG"":1,""MATCHA POWWOW"":0,""SEXY BACK"":2,""TRIPLE C"":0,""PISTACHIO CRANBERRY"":0,""MRS CLAUS OATMEAL COOKIE"":0,""extra"":"""",""title"":""Small box of 5""}]}",1
"Jun 15, 2021","{""soft"":[{""count"":""0"",""price"":180,""quantity"":1,""id"":""hjwfu95tfdc"",""BABY OG"":0,""CORNFLAKE MARSHMALLOW"":0,""DOUBLE TROUBLE"":0,""MAMA OG"":1,""MATCHA POWWOW"":0,""SEXY BACK"":1,""TRIPLE C"":0,""BAE BROWNIE"":0,""FUDGE BROWNIE BITES"":0,""RED VELVET CREAM CHEESE BROWNIE BITES"":0,""PISTACHIO CRANBERRY"":0,""MRS CLAUS OATMEAL COOKIE"":0,""extra"":"""",""title"":""Soft cookies""}]}",1
"Jun 15, 2021","{""cereal"":0,""salt"":1,""carrot_slice"":1}",1
"Jun 15, 2021","{""cookie"":[{""count"":""5"",""price"":450,""quantity"":1,""id"":""8abp1rr39xl"",""BABY OG"":0,""CORNFLAKE MARSHMALLOW"":1,""DOUBLE TROUBLE"":0,""MAMA OG"":1,""MATCHA POWWOW"":1,""SEXY BACK"":1,""TRIPLE C"":1,""PISTACHIO CRANBERRY"":0,""MRS CLAUS OATMEAL COOKIE"":0,""extra"":"""",""title"":""Small box of 5""}],""cereal"":2}",1
"Jun 15, 2021","{""custom"":[{""title"":""ป้าย Happy birthday "",""price"":0,""quantity"":1,""id"":""opcv1c7130k""}]}",1
"Jun 15, 2021","{""cookie"":[{""count"":""5"",""price"":450,""quantity"":0,""id"":""7ffhnnsw099"",""BABY OG"":0,""CORNFLAKE MARSHMALLOW"":0,""DOUBLE TROUBLE"":1,""MAMA OG"":2,""MATCHA POWWOW"":1,""SEXY BACK"":1,""TRIPLE C"":0,""PISTACHIO CRANBERRY"":0,""MRS CLAUS OATMEAL COOKIE"":0,""extra"":"""",""title"":""Small box of 5""},{""count"":""5"",""price"":450,""quantity"":1,""id"":""bwmq94rsf2k"",""BABY OG"":0,""CORNFLAKE MARSHMALLOW"":0,""DOUBLE TROUBLE"":1,""MAMA OG"":1,""MATCHA POWWOW"":2,""SEXY BACK"":1,""TRIPLE C"":0,""PISTACHIO CRANBERRY"":0,""MRS CLAUS OATMEAL COOKIE"":0,""extra"":"""",""title"":""Small box of 5""}],""deathchoc"":2,""cupc"":1,""hella"":1,""cereal"":1}",1
"Jun 15, 2021","{""candy"":0,""redvelvet"":1,""carrot_slice"":1}",1
"Jun 15, 2021","{""loveislove&chocolate"":1,""brownie"":[{""count"":""9"",""price"":360,""quantity"":1,""id"":""zt5kwow5x8j"",""BAE BROWNIE"":3,""FUDGE BROWNIE BITES"":3,""RED VELVET CREAM CHEESE BROWNIE BITES"":3,""extra"":"""",""title"":""Small box of 9""}]}",1
"Jun 15, 2021","{""loveislove&chocolate"":1}",1
"Jun 15, 2021","{""cupc"":1,""pbj"":1,""soft"":[{""count"":""0"",""price"":180,""quantity"":1,""id"":""7zckvf6qlzv"",""BABY OG"":0,""CORNFLAKE MARSHMALLOW"":1,""DOUBLE TROUBLE"":0,""MAMA OG"":0,""MATCHA POWWOW"":0,""SEXY BACK"":1,""TRIPLE C"":0,""BAE BROWNIE"":0,""FUDGE BROWNIE BITES"":0,""RED VELVET CREAM CHEESE BROWNIE BITES"":0,""PISTACHIO CRANBERRY"":0,""MRS CLAUS OATMEAL COOKIE"":0,""extra"":"""",""title"":""Soft cookies""}]}",1
"Jun 15, 2021","{""cereal"":1,""custom"":[{""title"":""1 sexy back, 1 cornflake marshmallow "",""price"":180,""quantity"":1,""id"":""ui7z3znncro""}]}",1
"Jun 15, 2021","{""custom"":[{""title"":""1 Love is Love"",""price"":620,""quantity"":1,""id"":""n5bmr180kp""}],""candy"":0}",1
"Jun 15, 2021","{""candy"":0,""giftboxcookie"":[{""count"":""5"",""price"":650,""quantity"":1,""id"":""sx308df5rfc"",""BABY OG"":1,""CORNFLAKE MARSHMALLOW"":1,""DOUBLE TROUBLE"":0,""MAMA OG"":1,""MATCHA POWWOW"":1,""SEXY BACK"":0,""TRIPLE C"":1,""PISTACHIO CRANBERRY"":0,""MRS CLAUS OATMEAL COOKIE"":0,""extra"":"""",""title"":""Small box of 5""}]}",1
"Jun 15, 2021","{""cupc"":1,""salt"":1,""brownie"":[{""count"":""9"",""price"":360,""quantity"":1,""id"":""zdhuivp5i4k"",""BAE BROWNIE"":3,""FUDGE BROWNIE BITES"":3,""RED VELVET CREAM CHEESE BROWNIE BITES"":3,""extra"":"""",""title"":""Small box of 9""}],""banog~s"":1,""bannuts~s"":1,""candy"":2,""cereal"":2,""cookie"":[{""count"":""5"",""price"":450,""quantity"":1,""id"":""j01uf5ktp"",""BABY OG"":0,""CORNFLAKE MARSHMALLOW"":1,""DOUBLE TROUBLE"":1,""MAMA OG"":1,""MATCHA POWWOW"":1,""SEXY BACK"":1,""TRIPLE C"":0,""PISTACHIO CRANBERRY"":0,""MRS CLAUS OATMEAL COOKIE"":0,""extra"":"""",""title"":""Small box of 5""}]}",1
"Jun 15, 2021","{""candy"":3,""cereal"":5}",1
"Jun 15, 2021","{""chocpudding_slice"":1,""candy"":0,""redvelvet"":1,""salt"":1,""cereal"":1}",1
"Jun 15, 2021","{""pbj"":1,""hella"":1}",1
"Jun 15, 2021","{""candy"":0,""giftboxcookie"":[{""count"":""5"",""price"":650,""quantity"":1,""id"":""dc4aow3yxmn"",""BABY OG"":1,""CORNFLAKE MARSHMALLOW"":1,""DOUBLE TROUBLE"":0,""MAMA OG"":1,""MATCHA POWWOW"":0,""SEXY BACK"":1,""TRIPLE C"":1,""PISTACHIO CRANBERRY"":0,""MRS CLAUS OATMEAL COOKIE"":0,""extra"":"""",""title"":""Small box of 5""}]}",1
"Jun 15, 2021","{""custom"":[{""title"":""1 Lb Choc pudding cake​***ตกเเต่ง​ lady in pink สีชมพู​ตาม​ภาพ​***"",""price"":1800,""quantity"":1,""id"":""pottlqild8""}]}",1
"Jun 15, 2021","{""giftboxbrownie"":[{""count"":""8"",""price"":520,""quantity"":1,""id"":""4oxqm7vtf2r"",""BAE BROWNIE"":3,""FUDGE BROWNIE BITES"":3,""RED VELVET CREAM CHEESE BROWNIE BITES"":2,""extra"":"""",""title"":""Large box of 8""}]}",1
"Jun 15, 2021","{""brownie"":[{""count"":""9"",""price"":360,""quantity"":1,""id"":""11fu9clm74zd"",""BAE BROWNIE"":3,""FUDGE BROWNIE BITES"":3,""RED VELVET CREAM CHEESE BROWNIE BITES"":3,""extra"":"""",""title"":""Small box of 9""}]}",1
"Jun 15, 2021","{""hella"":6,""redvelvet"":6,""cupc"":6,""deathchoc"":6,""salt"":6}",1
"Jun 15, 2021","{""heart-set&redvelvet,ganache.pinkgold"":1}",1
"Jun 15, 2021","{""cereal"":0,""custom"":[{""title"":""Love is Love "",""price"":620,""quantity"":1,""id"":""hatexkk1a7i""}]}",1
"Jun 15, 2021","{""chocpudding-1lb"":1}",2
"Jun 15, 2021","{""brownie"":[{""count"":""18"",""price"":640,""quantity"":1,""id"":""l1vtadvgqjq"",""BAE BROWNIE"":0,""FUDGE BROWNIE BITES"":6,""RED VELVET CREAM CHEESE BROWNIE BITES"":12,""extra"":"""",""title"":""Double box of 18""}]}",1
"Jun 15, 2021","{""redvelvet"":1}",1
"Jun 15, 2021","{""peanut"":2}",1
"Jun 15, 2021","{""candy"":5}",1
"Jun 15, 2021","{""kiss-1lb"":1}",1
"Jun 15, 2021","{""cookie"":[{""count"":""5"",""price"":450,""quantity"":2,""id"":""plj6c4alars"",""BABY OG"":1,""CORNFLAKE MARSHMALLOW"":1,""DOUBLE TROUBLE"":1,""MAMA OG"":1,""MATCHA POWWOW"":0,""SEXY BACK"":1,""TRIPLE C"":0,""PISTACHIO CRANBERRY"":0,""MRS CLAUS OATMEAL COOKIE"":0,""extra"":"""",""title"":""Small box of 5""}]}",1
"Jun 14, 2021","{""chocpudding-1lb"":1}",2
"Jun 14, 2021","{""loveislove&cornflakes,babyog,candy"":1}",1
"Jun 14, 2021","{""chocpudding-1lb#dearest"":1}",1
"Jun 14, 2021","{""blackout-1lb"":1}",1
"Jun 14, 2021","{""deathchoc"":1}",1
"Jun 14, 2021","{""coconut-1lb"":1,""brownie"":[{""count"":""9"",""price"":360,""quantity"":1,""id"":""vzj7kv6n5qn"",""BAE BROWNIE"":4,""FUDGE BROWNIE BITES"":5,""RED VELVET CREAM CHEESE BROWNIE BITES"":0,""extra"":"""",""title"":""Small box of 9""}]}",1
"Jun 14, 2021","{""loveislove&cornflakes,cornflakes,candy"":1}",1
"Jun 14, 2021","{""cookie"":[{""count"":""5"",""price"":450,""quantity"":1,""id"":""r05ky2e0bke"",""BABY OG"":0,""CORNFLAKE MARSHMALLOW"":4,""DOUBLE TROUBLE"":0,""MAMA OG"":0,""MATCHA POWWOW"":1,""SEXY BACK"":0,""TRIPLE C"":0,""PISTACHIO CRANBERRY"":0,""MRS CLAUS OATMEAL COOKIE"":0,""extra"":"""",""title"":""Small box of 5""}],""candy"":0}",1
"Jun 14, 2021","{""giftboxcookie"":[{""count"":""5"",""price"":650,""quantity"":0,""id"":""5uo4emqyh0k"",""BABY OG"":0,""CORNFLAKE MARSHMALLOW"":0,""DOUBLE TROUBLE"":1,""MAMA OG"":1,""MATCHA POWWOW"":1,""SEXY BACK"":1,""TRIPLE C"":1,""PISTACHIO CRANBERRY"":0,""MRS CLAUS OATMEAL COOKIE"":0,""extra"":"""",""title"":""Small box of 5""}],""cookie"":[{""count"":""5"",""price"":450,""quantity"":1,""id"":""xkwl4g4f4u"",""BABY OG"":0,""CORNFLAKE MARSHMALLOW"":0,""DOUBLE TROUBLE"":1,""MAMA OG"":1,""MATCHA POWWOW"":1,""SEXY BACK"":1,""TRIPLE C"":1,""PISTACHIO CRANBERRY"":0,""MRS CLAUS OATMEAL COOKIE"":0,""extra"":"""",""title"":""Small box of 5""}]}",1
"Jun 14, 2021","{""cookie"":[{""count"":""5"",""price"":450,""quantity"":1,""id"":""s1iwggq3bn"",""BABY OG"":0,""CORNFLAKE MARSHMALLOW"":0,""DOUBLE TROUBLE"":0,""MAMA OG"":3,""MATCHA POWWOW"":0,""SEXY BACK"":2,""TRIPLE C"":0,""PISTACHIO CRANBERRY"":0,""MRS CLAUS OATMEAL COOKIE"":0,""extra"":"""",""title"":""Small box of 5""}]}",1
"Jun 14, 2021","{""coconut-2lb"":1}",1
"Jun 14, 2021","{""loveislove&mamaog,sexyback,candy"":1,""salt"":1,""redvelvet"":0}",1
"Jun 14, 2021","{""cereal"":1,""valrhona"":1,""peanut"":1,""soft"":[{""count"":""0"",""price"":90,""quantity"":1,""id"":""mcy63j4jur"",""BABY OG"":0,""CORNFLAKE MARSHMALLOW"":0,""DOUBLE TROUBLE"":0,""MAMA OG"":0,""MATCHA POWWOW"":0,""SEXY BACK"":1,""TRIPLE C"":0,""BAE BROWNIE"":0,""FUDGE BROWNIE BITES"":0,""RED VELVET CREAM CHEESE BROWNIE BITES"":0,""PISTACHIO CRANBERRY"":0,""MRS CLAUS OATMEAL COOKIE"":0,""extra"":"""",""title"":""Soft cookies""}]}",1
"Jun 14, 2021","{""cookie"":[{""count"":""12"",""price"":990,""quantity"":1,""id"":""fpwjxg1j7g6"",""BABY OG"":0,""CORNFLAKE MARSHMALLOW"":0,""DOUBLE TROUBLE"":0,""MAMA OG"":0,""MATCHA POWWOW"":12,""SEXY BACK"":0,""TRIPLE C"":0,""PISTACHIO CRANBERRY"":0,""MRS CLAUS OATMEAL COOKIE"":0,""extra"":"""",""title"":""Large box of 12""}]}",1
"Jun 14, 2021","{""chocpudding_slice"":1,""carrot_slice"":1,""berry_slice"":1}",1
"Jun 14, 2021","{""coconut-1lb"":1}",1
"Jun 14, 2021","{""candy"":0,""cookie"":[{""count"":""5"",""price"":450,""quantity"":1,""id"":""udp22j6bt2"",""BABY OG"":0,""CORNFLAKE MARSHMALLOW"":1,""DOUBLE TROUBLE"":1,""MAMA OG"":1,""MATCHA POWWOW"":0,""SEXY BACK"":2,""TRIPLE C"":0,""PISTACHIO CRANBERRY"":0,""MRS CLAUS OATMEAL COOKIE"":0,""extra"":"""",""title"":""Small box of 5""}]}",1
"Jun 14, 2021","{""cereal"":1,""candy"":1,""cupc"":1,""bancheese~s"":1,""redvelvet"":1}",1
"Jun 14, 2021","{""pbj"":3,""cupc"":3,""salt"":3,""hella"":2,""deathchoc"":2,""redvelvet"":2}",1
"Jun 14, 2021","{""custom"":[{""title"":""เค้กขนาด 1 ปอนด์ รสชาติ Red velvet "",""price"":1500,""quantity"":1,""id"":""20f6z461gii""}],""cereal"":0}",1
"Jun 14, 2021","{""loveislove&babyog,cornflakes,candy"":1}",1
"Jun 14, 2021","{""custom"":[{""title"":""Love is Love "",""price"":620,""quantity"":1,""id"":""epaqzyhbw08""}],""cereal"":0}",1
"Jun 14, 2021","{""heart-S&ganache.pink"":1}",1
"Jun 14, 2021","{""cookie"":[{""count"":""5"",""price"":450,""quantity"":1,""id"":""stz6w4pec"",""BABY OG"":0,""CORNFLAKE MARSHMALLOW"":5,""DOUBLE TROUBLE"":0,""MAMA OG"":0,""MATCHA POWWOW"":0,""SEXY BACK"":0,""TRIPLE C"":0,""PISTACHIO CRANBERRY"":0,""MRS CLAUS OATMEAL COOKIE"":0,""extra"":"""",""title"":""Small box of 5""}],""hella"":2,""custom"":[{""title"":""Love is love "",""price"":0,""quantity"":1,""id"":""gsu71bslpjv""}]}",1
"Jun 14, 2021","{""giftboxbrownie"":[{""count"":""8"",""price"":520,""quantity"":1,""id"":""bwhlx38lpjn"",""BAE BROWNIE"":3,""FUDGE BROWNIE BITES"":3,""RED VELVET CREAM CHEESE BROWNIE BITES"":2,""extra"":"""",""title"":""Large box of 8""}]}",1
"Jun 14, 2021","{""loveislove&cornflakes,cornflakes,candy"":1,""cereal"":2,""candy"":2}",1
"Jun 14, 2021","{""cereal"":1,""candy"":1,""banultimate~s"":1,""salt"":1,""hella"":1}",1
"Jun 14, 2021","{""pbj"":1,""cupc"":1,""hella"":1,""cereal"":2}",1
"Jun 14, 2021","{""cookie"":[{""count"":""12"",""price"":990,""quantity"":1,""id"":""5hpdlctpd9s"",""BABY OG"":0,""CORNFLAKE MARSHMALLOW"":12,""DOUBLE TROUBLE"":0,""MAMA OG"":0,""MATCHA POWWOW"":0,""SEXY BACK"":0,""TRIPLE C"":0,""PISTACHIO CRANBERRY"":0,""MRS CLAUS OATMEAL COOKIE"":0,""extra"":"""",""title"":""Large box of 12""}]}",1
"Jun 14, 2021","{""cereal"":4}",1
"Jun 14, 2021","{""coconut_slice"":4,""custom"":[{""title"":""Love​  is​  Love​"",""price"":620,""quantity"":1,""id"":""raychcl8jap""}]}",1
"Jun 14, 2021","{""hella"":1,""cupc"":1,""deathchoc"":1}",1
"Jun 14, 2021","{""blackout_slice"":1,""ferrero_slice"":0,""ferrero-1lb"":1}",1
"Jun 14, 2021","{""cereal"":1,""coconut_slice"":1}",1
"Jun 14, 2021","{""loveislove&mamaog,sexyback,candy"":1}",1
"Jun 14, 2021","{""deathchoccake-1lb"":1}",1
"Jun 14, 2021","{""kiss-2lb"":1}",1
"Jun 14, 2021","{""cake"":[{""count"":""8"",""price"":1640,""quantity"":1,""id"":""bu7b6jpcv5h"",""BANANA NUTELLA"":2,""VERY BERRY BASQUE CHEESECAKE"":2,""CARROT CREAM CHEESE"":0,""CHOCOLATE PUDDING"":2,""YOUNG COCONUT CAKE"":2,""FERRERO CHOCOLATE TART"":0,""STRAWBERRY KISS"":0,""BLACKOUT CHOCOLATE CAKE"":0,""extra"":"""",""title"":""Large box of 8""}]}",1
"Jun 14, 2021","{""banana-1lb#dearest"":1}",2
"Jun 14, 2021","{""custom"":[{""title"":""2ปอนด์​ Red​ velvet​ ตกแต่งแบบ​Lady​ in​ pink​ สีขาว"",""price"":2800,""quantity"":1,""id"":""gmcr32alkp""}]}",1
"Jun 14, 2021","{""ladypink-3lb#berries&kiss,banana.pink"":1}",1
"Jun 14, 2021","{""custom"":[{""title"":""Set love bird ( gold color: chocolate ganache ทั้งคู่)"",""price"":1100,""quantity"":1,""id"":""3hiswxwmf0g""}],""cereal"":0}",1
"Jun 14, 2021","{""loveislove&chocolate"":1}",3
"Jun 14, 2021","{""candy"":0,""cereal"":3,""pbj"":1,""custom"":[{""title"":""Love is Love "",""price"":620,""quantity"":1,""id"":""hzddh8m4y7i""}]}",1
"Jun 14, 2021","{""custom"":[{""title"":""Love is Love "",""price"":620,""quantity"":1,""id"":""0riqbvekq4f""}],""cereal"":0}",1
"Jun 14, 2021","{""loveislove&triplec,mamaog,cereal"":1,""bannutella~s"":1,""bannuts~s"":1}",1
"Jun 14, 2021","{""loveislove&sexyback,matcha,candy"":1}",1
"Jun 13, 2021","{""cake"":[{""count"":""8"",""price"":1660,""quantity"":1,""id"":""0eg9d23e4t3"",""BANANA NUTELLA"":1,""VERY BERRY BASQUE CHEESECAKE"":1,""CARROT CREAM CHEESE"":1,""CHOCOLATE PUDDING"":1,""YOUNG COCONUT CAKE"":1,""FERRERO CHOCOLATE TART"":1,""STRAWBERRY KISS"":1,""BLACKOUT CHOCOLATE CAKE"":1,""extra"":"""",""title"":""Large box of 8""}]}",1
"Jun 13, 2021","{""cookie"":[{""count"":""12"",""price"":990,""quantity"":1,""id"":""zqvvnlzp1qe"",""BABY OG"":2,""CORNFLAKE MARSHMALLOW"":2,""DOUBLE TROUBLE"":2,""MAMA OG"":2,""MATCHA POWWOW"":1,""SEXY BACK"":2,""TRIPLE C"":1,""PISTACHIO CRANBERRY"":0,""MRS CLAUS OATMEAL COOKIE"":0,""extra"":"""",""title"":""Large box of 12""},{""count"":""12"",""price"":990,""quantity"":1,""id"":""kma72gxn4m"",""BABY OG"":2,""CORNFLAKE MARSHMALLOW"":2,""DOUBLE TROUBLE"":2,""MAMA OG"":2,""MATCHA POWWOW"":1,""SEXY BACK"":2,""TRIPLE C"":1,""PISTACHIO CRANBERRY"":0,""MRS CLAUS OATMEAL COOKIE"":0,""extra"":"""",""title"":""Large box of 12""}],""brownie"":[{""count"":""18"",""price"":640,""quantity"":1,""id"":""4nhjycspt03"",""BAE BROWNIE"":6,""FUDGE BROWNIE BITES"":6,""RED VELVET CREAM CHEESE BROWNIE BITES"":6,""extra"":"""",""title"":""Double box of 18""}]}",1
"Jun 13, 2021","{""custom"":[{""title"":""เค้กขนาด 1lb Red velvet ***ตกแต่งสีครีม + ดอกไม้"",""price"":1500,""quantity"":1,""id"":""0vnintndsqkr""}]}",1
"Jun 13, 2021","{""hella"":1,""cupc"":1,""cereal"":0}",1
"Jun 13, 2021","{""cereal"":1,""hella"":1}",1
"Jun 13, 2021","{""custom"":[{""title"":""Love is Love "",""price"":620,""quantity"":1,""id"":""vse9e5vjana""}]}",1
